y,m,district_destination,district_origin,reason,idps,likely,best,worst
2018,9,Laas Caanood,Buuhoodle,insecurity,6,6,5,6
2018,9,Laas Caanood,Buuhoodle,insecurity,8,8,6,8
2018,9,Laas Caanood,Buuhoodle,insecurity,6,6,5,6
2018,9,Laas Caanood,Buuhoodle,insecurity,120,120,90,120
2018,9,Xudun,Buuhoodle,insecurity,10,10,8,10
2018,9,Xudun,Buuhoodle,insecurity,47,47,35,47
2018,9,Burco,Burco,insecurity,6,6,5,6
2018,9,Burco,Burco,drought,8,0,0,2
2018,9,Burco,Burco,drought,7,0,0,2
2018,9,Burco,Burco,drought,9,0,0,2
2018,9,Burco,Burco,drought,13,0,0,3
2018,9,Burco,Burco,drought,8,0,0,2
2018,9,Burco,Burco,drought,16,0,0,4
2018,9,Burco,Burco,drought,14,0,0,4
2018,9,Burco,Burco,drought,12,0,0,3
2018,9,Burco,Burco,drought,6,0,0,2
2018,9,Burco,Burco,drought,14,0,0,4
2018,9,Burco,Burco,drought,10,0,0,3
2018,9,Burco,Burco,drought,7,0,0,2
2018,9,Burco,Burco,drought,7,0,0,2
2018,9,Burco,Burco,drought,15,0,0,4
2018,9,Burco,Burco,drought,16,0,0,4
2018,9,Burco,Burco,drought,29,0,0,7
2018,9,Burco,Burco,drought,23,0,0,6
2018,9,Burco,Burco,drought,11,0,0,3
2018,9,Burco,Burco,drought,6,0,0,2
2018,9,Burco,Burco,other,5,5,4,5
2018,9,Burco,Burco,other,6,6,5,6
2018,9,Burco,Burco,other,7,7,5,7
2018,9,Burco,Burco,other,7,7,5,7
2018,9,Burco,Burco,other,16,16,12,16
2018,9,Burco,Burco,other,5,5,4,5
2018,9,Burco,Burco,other,6,6,5,6
2018,9,Burco,Burco,other,9,9,7,9
2018,9,Burco,Burco,other,10,10,8,10
2018,9,Burco,Burco,other,6,6,5,6
2018,9,Burco,Burco,other,8,8,6,8
2018,9,Burco,Burco,other,7,7,5,7
2018,9,Burco,Burco,other,28,28,21,28
2018,9,Burco,Burco,other,8,8,6,8
2018,9,Burco,Burco,other,12,12,9,12
2018,9,Burco,Burco,other,5,5,4,5
2018,9,Burco,Burco,other,16,16,12,16
2018,9,Burco,Burco,other,7,7,5,7
2018,9,Burco,Owdweyne,drought,7,0,0,2
2018,9,Burco,Sheikh,other,6,6,5,6
2018,9,Burco,Sheikh,other,9,9,7,9
2018,9,Buuhoodle,Buuhoodle,insecurity,100,100,75,100
2018,9,Buuhoodle,Buuhoodle,insecurity,513,513,385,513
2018,9,Buuhoodle,Buuhoodle,insecurity,35,35,26,35
2018,9,Buuhoodle,Buuhoodle,insecurity,33,33,25,33
2018,9,Buuhoodle,Buuhoodle,insecurity,20,20,15,20
2018,9,Buuhoodle,Buuhoodle,drought,11,0,0,3
2018,9,Owdweyne,Owdweyne,drought,6,0,0,2
2018,9,Owdweyne,Owdweyne,other,4,4,3,4
2018,9,Owdweyne,Owdweyne,other,5,5,4,5
2018,9,Owdweyne,Owdweyne,other,10,10,8,10
2018,9,Owdweyne,Owdweyne,other,6,6,5,6
2018,9,Owdweyne,Owdweyne,other,6,6,5,6
2018,9,Owdweyne,Owdweyne,other,6,6,5,6
2018,9,Owdweyne,Owdweyne,other,19,19,14,19
2018,9,Owdweyne,Owdweyne,other,5,5,4,5
2018,9,Owdweyne,Owdweyne,other,5,5,4,5
2018,9,Owdweyne,Owdweyne,other,6,6,5,6
2018,9,Owdweyne,Owdweyne,other,7,7,5,7
2018,9,Owdweyne,Owdweyne,other,8,8,6,8
2018,9,Owdweyne,Owdweyne,other,11,11,8,11
2018,9,Owdweyne,Owdweyne,other,13,13,10,13
2018,9,Owdweyne,Owdweyne,other,17,17,13,17
2018,9,Owdweyne,Owdweyne,other,26,26,20,26
2018,9,Owdweyne,Owdweyne,other,11,11,8,11
2018,9,Owdweyne,Owdweyne,other,18,18,14,18
2018,9,Owdweyne,Owdweyne,other,23,23,17,23
2018,9,Owdweyne,Owdweyne,other,5,5,4,5
2018,9,Owdweyne,Owdweyne,other,12,12,9,12
2018,9,Owdweyne,Owdweyne,other,14,14,11,14
2018,9,Gebiley,Gebiley,drought,5,0,0,1
2018,9,Gebiley,Gebiley,drought,5,0,0,1
2018,9,Gebiley,Gebiley,drought,5,0,0,1
2018,9,Gebiley,Gebiley,drought,6,0,0,2
2018,9,Gebiley,Gebiley,drought,5,0,0,1
2018,9,Gebiley,Gebiley,drought,5,0,0,1
2018,9,Gebiley,Gebiley,drought,5,0,0,1
2018,9,Gebiley,Gebiley,drought,4,0,0,1
2018,9,Hargeysa,Zeylac,drought,5,0,0,1
2018,9,Hargeysa,Ceel Barde,drought,6,0,0,2
2018,9,Hargeysa,Ceel Barde,drought,6,0,0,2
2018,9,Hargeysa,Ceel Barde,drought,5,0,0,1
2018,9,Hargeysa,Tayeeglow,drought,9,0,0,2
2018,9,Hargeysa,Banadir,drought,7,0,0,2
2018,9,Hargeysa,Banadir,drought,7,0,0,2
2018,9,Hargeysa,Banadir,drought,5,0,0,1
2018,9,Hargeysa,Banadir,drought,7,0,0,2
2018,9,Hargeysa,Banadir,drought,6,0,0,2
2018,9,Hargeysa,Bossaso,drought,7,0,0,2
2018,9,Hargeysa,Bossaso,drought,4,0,0,1
2018,9,Hargeysa,Qandala,drought,7,0,0,2
2018,9,Hargeysa,Baydhaba,drought,5,0,0,1
2018,9,Hargeysa,Baydhaba,drought,6,0,0,2
2018,9,Hargeysa,Buur Hakaba,drought,6,0,0,2
2018,9,Hargeysa,Diinsoor,drought,9,0,0,2
2018,9,Hargeysa,Diinsoor,drought,8,0,0,2
2018,9,Hargeysa,Cabudwaaq,drought,4,0,0,1
2018,9,Hargeysa,Cadaado,drought,5,0,0,1
2018,9,Hargeysa,Cadaado,drought,5,0,0,1
2018,9,Hargeysa,Cadaado,drought,6,0,0,2
2018,9,Hargeysa,Belet Weyne,drought,4,0,0,1
2018,9,Hargeysa,Belet Weyne,drought,6,0,0,2
2018,9,Hargeysa,Belet Weyne,drought,8,0,0,2
2018,9,Hargeysa,Bulo Burto,drought,7,0,0,2
2018,9,Hargeysa,Bulo Burto,drought,8,0,0,2
2018,9,Hargeysa,Bulo Burto,drought,4,0,0,1
2018,9,Hargeysa,Jamaame,drought,6,0,0,2
2018,9,Hargeysa,Kismaayo,drought,5,0,0,1
2018,9,Hargeysa,Kismaayo,drought,4,0,0,1
2018,9,Hargeysa,Baraawe,drought,4,0,0,1
2018,9,Hargeysa,Qoryooley,drought,7,0,0,2
2018,9,Hargeysa,Bu'aale,drought,4,0,0,1
2018,9,Hargeysa,Bu'aale,drought,5,0,0,1
2018,9,Hargeysa,Jilib,drought,6,0,0,2
2018,9,Hargeysa,Balcad,drought,7,0,0,2
2018,9,Hargeysa,Gaalkacyo,drought,5,0,0,1
2018,9,Hargeysa,Gaalkacyo,drought,5,0,0,1
2018,9,Hargeysa,Gaalkacyo,drought,5,0,0,1
2018,9,Hargeysa,Galdogob,drought,5,0,0,1
2018,9,Hargeysa,Garoowe,drought,6,0,0,2
2018,9,Hargeysa,Garoowe,drought,6,0,0,2
2018,9,Hargeysa,Ceerigaabo,drought,6,0,0,2
2018,9,Hargeysa,Ceerigaabo,drought,6,0,0,2
2018,9,Hargeysa,Laas Caanood,insecurity,5,5,4,5
2018,9,Hargeysa,Laas Caanood,drought,4,0,0,1
2018,9,Hargeysa,Laas Caanood,drought,7,0,0,2
2018,9,Hargeysa,Laas Caanood,drought,6,0,0,2
2018,9,Hargeysa,Burco,drought,5,0,0,1
2018,9,Hargeysa,Burco,drought,5,0,0,1
2018,9,Hargeysa,Burco,drought,6,0,0,2
2018,9,Hargeysa,Owdweyne,drought,6,0,0,2
2018,9,Hargeysa,Sheikh,drought,5,0,0,1
2018,9,Hargeysa,Berbera,drought,6,0,0,2
2018,9,Hargeysa,Berbera,drought,5,0,0,1
2018,9,Hargeysa,Berbera,drought,5,0,0,1
2018,9,Hargeysa,Hargeysa,drought,7,0,0,2
2018,9,Hargeysa,Hargeysa,drought,6,0,0,2
2018,9,Hargeysa,Hargeysa,drought,5,0,0,1
2018,9,Hargeysa,Hargeysa,drought,5,0,0,1
2018,10,Baki,Baki,drought,29,0,0,7
2018,10,Baki,Baki,drought,6,0,0,2
2018,10,Baki,Baki,drought,113,0,0,28
2018,10,Baki,Baki,drought,45,0,0,11
2018,10,Baki,Baki,drought,13,0,0,3
2018,10,Baki,Baki,drought,57,0,0,14
2018,10,Baki,Baki,other,4,4,3,4
2018,10,Baki,Baki,other,6,6,5,6
2018,10,Borama,Borama,drought,30,0,0,8
2018,10,Borama,Borama,drought,91,0,0,23
2018,10,Borama,Borama,drought,37,0,0,9
2018,10,Borama,Borama,drought,14,0,0,4
2018,10,Borama,Borama,drought,46,0,0,12
2018,10,Borama,Borama,drought,49,0,0,12
2018,10,Borama,Borama,drought,44,0,0,11
2018,10,Borama,Borama,flooding,10,10,8,10
2018,10,Borama,Borama,flooding,26,26,20,26
2018,10,Borama,Borama,other,4,4,3,4
2018,10,Borama,Borama,other,28,28,21,28
2018,10,Borama,Banadir,drought,9,0,0,2
2018,10,Borama,Gaalkacyo,drought,11,0,0,3
2018,10,Lughaye,Baki,drought,25,0,0,6
2018,10,Lughaye,Lughaye,drought,5,0,0,1
2018,10,Lughaye,Lughaye,drought,7,0,0,2
2018,10,Lughaye,Lughaye,drought,7,0,0,2
2018,10,Lughaye,Lughaye,drought,73,0,0,18
2018,10,Lughaye,Lughaye,drought,130,0,0,33
2018,10,Lughaye,Lughaye,other,10,10,8,10
2018,10,Lughaye,Lughaye,other,79,79,59,79
2018,10,Lughaye,Lughaye,other,19,19,14,19
2018,10,Zeylac,Zeylac,drought,102,0,0,26
2018,10,Ceel Barde,Ceel Barde,drought,258,0,0,65
2018,10,Rab Dhuure,Ceel Barde,drought,7,0,0,2
2018,10,Rab Dhuure,Rab Dhuure,drought,300,0,0,75
2018,10,Tayeeglow,Tayeeglow,drought,300,0,0,75
2018,10,Tayeeglow,Tayeeglow,drought,500,0,0,125
2018,10,Tayeeglow,Tayeeglow,drought,300,0,0,75
2018,10,Tayeeglow,Tayeeglow,drought,500,0,0,125
2018,10,Waajid,Waajid,drought,500,0,0,125
2018,10,Waajid,Waajid,drought,300,0,0,75
2018,10,Xudur,Xudur,insecurity,105,105,79,105
2018,10,Xudur,Xudur,insecurity,129,129,97,129
2018,10,Xudur,Xudur,insecurity,101,101,76,101
2018,10,Xudur,Xudur,insecurity,200,200,150,200
2018,10,Xudur,Xudur,insecurity,100,100,75,100
2018,10,Xudur,Xudur,drought,100,0,0,25
2018,10,Xudur,Xudur,drought,134,0,0,34
2018,10,Banadir,Banadir,insecurity,7,7,5,7
2018,10,Banadir,Banadir,drought,2,0,0,1
2018,10,Banadir,Banadir,other,1320,1320,990,1320
2018,10,Banadir,Banadir,other,2064,2064,1548,2064
2018,10,Banadir,Banadir,other,8286,8286,6215,8286
2018,10,Banadir,Banadir,other,744,744,558,744
2018,10,Banadir,Baydhaba,insecurity,114,114,86,114
2018,10,Banadir,Diinsoor,insecurity,9,9,7,9
2018,10,Banadir,Diinsoor,insecurity,16,16,12,16
2018,10,Banadir,Qansax Dheere,drought,12,0,0,3
2018,10,Banadir,Cadaado,drought,14,0,0,4
2018,10,Banadir,Belet Xaawo,insecurity,8,8,6,8
2018,10,Banadir,Belet Xaawo,insecurity,7,7,5,7
2018,10,Banadir,Bulo Burto,insecurity,32,32,24,32
2018,10,Banadir,Bulo Burto,insecurity,18,18,14,18
2018,10,Banadir,Bulo Burto,insecurity,14,14,11,14
2018,10,Banadir,Bulo Burto,insecurity,23,23,17,23
2018,10,Banadir,Bulo Burto,insecurity,16,16,12,16
2018,10,Banadir,Bulo Burto,drought,12,0,0,3
2018,10,Banadir,Bulo Burto,drought,19,0,0,5
2018,10,Banadir,Bulo Burto,drought,6,0,0,2
2018,10,Banadir,Bulo Burto,drought,9,0,0,2
2018,10,Banadir,Bulo Burto,drought,16,0,0,4
2018,10,Banadir,Jalalaqsi,insecurity,13,13,10,13
2018,10,Banadir,Jalalaqsi,drought,6,0,0,2
2018,10,Banadir,Jalalaqsi,drought,9,0,0,2
2018,10,Banadir,Badhaadhe,insecurity,8,8,6,8
2018,10,Banadir,Afgooye,insecurity,6,6,5,6
2018,10,Banadir,Afgooye,insecurity,18,18,14,18
2018,10,Banadir,Afgooye,insecurity,442,442,332,442
2018,10,Banadir,Afgooye,insecurity,9,9,7,9
2018,10,Banadir,Afgooye,insecurity,136,136,102,136
2018,10,Banadir,Afgooye,insecurity,124,124,93,124
2018,10,Banadir,Afgooye,insecurity,396,396,297,396
2018,10,Banadir,Afgooye,insecurity,14,14,11,14
2018,10,Banadir,Afgooye,insecurity,90,90,68,90
2018,10,Banadir,Afgooye,insecurity,107,107,80,107
2018,10,Banadir,Afgooye,insecurity,76,76,57,76
2018,10,Banadir,Afgooye,insecurity,30,30,23,30
2018,10,Banadir,Afgooye,insecurity,50,50,38,50
2018,10,Banadir,Afgooye,insecurity,26,26,20,26
2018,10,Banadir,Afgooye,insecurity,25,25,19,25
2018,10,Banadir,Afgooye,insecurity,150,150,113,150
2018,10,Banadir,Afgooye,insecurity,162,162,122,162
2018,10,Banadir,Afgooye,drought,9,0,0,2
2018,10,Banadir,Afgooye,drought,22,0,0,6
2018,10,Banadir,Afgooye,drought,13,0,0,3
2018,10,Banadir,Baraawe,insecurity,168,168,126,168
2018,10,Banadir,Kurtunwaarey,insecurity,246,246,185,246
2018,10,Banadir,Kurtunwaarey,drought,174,0,0,44
2018,10,Banadir,Kurtunwaarey,drought,8,0,0,2
2018,10,Banadir,Kurtunwaarey,drought,6,0,0,2
2018,10,Banadir,Marka,insecurity,180,180,135,180
2018,10,Banadir,Marka,insecurity,775,775,581,775
2018,10,Banadir,Marka,insecurity,1449,1449,1087,1449
2018,10,Banadir,Marka,insecurity,545,545,409,545
2018,10,Banadir,Marka,insecurity,444,444,333,444
2018,10,Banadir,Marka,insecurity,1161,1161,871,1161
2018,10,Banadir,Marka,insecurity,61,61,46,61
2018,10,Banadir,Marka,insecurity,122,122,92,122
2018,10,Banadir,Marka,insecurity,7,7,5,7
2018,10,Banadir,Marka,insecurity,180,180,135,180
2018,10,Banadir,Marka,insecurity,110,110,83,110
2018,10,Banadir,Marka,insecurity,19,19,14,19
2018,10,Banadir,Marka,insecurity,8,8,6,8
2018,10,Banadir,Marka,insecurity,39,39,29,39
2018,10,Banadir,Marka,insecurity,34,34,26,34
2018,10,Banadir,Marka,insecurity,18,18,14,18
2018,10,Banadir,Marka,insecurity,250,250,188,250
2018,10,Banadir,Marka,insecurity,7,7,5,7
2018,10,Banadir,Marka,drought,168,0,0,42
2018,10,Banadir,Marka,drought,36,0,0,9
2018,10,Banadir,Marka,drought,37,0,0,9
2018,10,Banadir,Marka,drought,50,0,0,13
2018,10,Banadir,Marka,drought,18,0,0,5
2018,10,Banadir,Marka,drought,22,0,0,6
2018,10,Banadir,Marka,drought,102,0,0,26
2018,10,Banadir,Marka,drought,36,0,0,9
2018,10,Banadir,Marka,drought,140,0,0,35
2018,10,Banadir,Marka,drought,172,0,0,43
2018,10,Banadir,Marka,drought,39,0,0,10
2018,10,Banadir,Marka,drought,8,0,0,2
2018,10,Banadir,Marka,drought,39,0,0,10
2018,10,Banadir,Qoryooley,insecurity,382,382,287,382
2018,10,Banadir,Qoryooley,insecurity,120,120,90,120
2018,10,Banadir,Qoryooley,insecurity,415,415,311,415
2018,10,Banadir,Qoryooley,insecurity,102,102,77,102
2018,10,Banadir,Qoryooley,insecurity,324,324,243,324
2018,10,Banadir,Qoryooley,insecurity,372,372,279,372
2018,10,Banadir,Qoryooley,insecurity,190,190,143,190
2018,10,Banadir,Qoryooley,insecurity,460,460,345,460
2018,10,Banadir,Qoryooley,insecurity,288,288,216,288
2018,10,Banadir,Qoryooley,insecurity,75,75,56,75
2018,10,Banadir,Qoryooley,insecurity,18,18,14,18
2018,10,Banadir,Qoryooley,insecurity,146,146,110,146
2018,10,Banadir,Qoryooley,insecurity,36,36,27,36
2018,10,Banadir,Qoryooley,insecurity,17,17,13,17
2018,10,Banadir,Qoryooley,insecurity,16,16,12,16
2018,10,Banadir,Qoryooley,insecurity,13,13,10,13
2018,10,Banadir,Qoryooley,insecurity,20,20,15,20
2018,10,Banadir,Qoryooley,insecurity,15,15,11,15
2018,10,Banadir,Qoryooley,insecurity,17,17,13,17
2018,10,Banadir,Qoryooley,insecurity,16,16,12,16
2018,10,Banadir,Qoryooley,insecurity,102,102,77,102
2018,10,Banadir,Qoryooley,drought,22,0,0,6
2018,10,Banadir,Qoryooley,drought,33,0,0,8
2018,10,Banadir,Qoryooley,drought,46,0,0,12
2018,10,Banadir,Qoryooley,drought,33,0,0,8
2018,10,Banadir,Qoryooley,other,6,6,5,6
2018,10,Banadir,Wanla Weyn,insecurity,7,7,5,7
2018,10,Banadir,Wanla Weyn,insecurity,22,22,17,22
2018,10,Banadir,Wanla Weyn,insecurity,8,8,6,8
2018,10,Banadir,Balcad,insecurity,38,38,29,38
2018,10,Banadir,Balcad,insecurity,108,108,81,108
2018,10,Banadir,Balcad,insecurity,7,7,5,7
2018,10,Banadir,Balcad,drought,9,0,0,2
2018,10,Banadir,Balcad,drought,22,0,0,6
2018,10,Banadir,Jowhar,insecurity,18,18,14,18
2018,10,Banadir,Jowhar,drought,150,0,0,38
2018,10,Banadir,Jowhar,drought,14,0,0,4
2018,10,Banadir,Jowhar,drought,6,0,0,2
2018,10,Banadir,Xarardheere,insecurity,6,6,5,6
2018,10,Banadir,Xarardheere,insecurity,21,21,16,21
2018,10,Banadir,Xarardheere,drought,14,0,0,4
2018,10,Bandarbeyla,Caluula,drought,7,0,0,2
2018,10,Bandarbeyla,Caluula,drought,3,0,0,1
2018,10,Bandarbeyla,Caluula,drought,3,0,0,1
2018,10,Bandarbeyla,Caluula,flooding,4,4,3,4
2018,10,Bandarbeyla,Caluula,flooding,5,5,4,5
2018,10,Bandarbeyla,Caluula,other,3,3,2,3
2018,10,Bandarbeyla,Iskushuban,drought,4,0,0,1
2018,10,Bandarbeyla,Qandala,drought,2,0,0,1
2018,10,Bandarbeyla,Qandala,drought,4,0,0,1
2018,10,Bandarbeyla,Qardho,drought,4,0,0,1
2018,10,Bandarbeyla,Qardho,drought,5,0,0,1
2018,10,Bandarbeyla,Qardho,drought,4,0,0,1
2018,10,Bandarbeyla,Qardho,drought,4,0,0,1
2018,10,Bandarbeyla,Qardho,drought,6,0,0,2
2018,10,Bandarbeyla,Eyl,drought,8,0,0,2
2018,10,Bossaso,Banadir,drought,6,0,0,2
2018,10,Bossaso,Banadir,drought,53,0,0,13
2018,10,Bossaso,Banadir,drought,46,0,0,12
2018,10,Bossaso,Bossaso,insecurity,12,12,9,12
2018,10,Bossaso,Laasqoray,drought,27,0,0,7
2018,10,Bossaso,Laasqoray,drought,9,0,0,2
2018,10,Bossaso,Laasqoray,drought,7,0,0,2
2018,10,Bossaso,Laasqoray,drought,167,0,0,42
2018,10,Bossaso,Laasqoray,other,16,16,12,16
2018,10,Bossaso,Laasqoray,insecurity,19,19,14,19
2018,10,Bossaso,Laasqoray,insecurity,16,16,12,16
2018,10,Bossaso,Laasqoray,insecurity,45,45,34,45
2018,10,Caluula,Caluula,drought,11,0,0,3
2018,10,Caluula,Caluula,drought,287,0,0,72
2018,10,Iskushuban,Caluula,drought,2,0,0,1
2018,10,Iskushuban,Qandala,drought,5,0,0,1
2018,10,Iskushuban,Qandala,drought,4,0,0,1
2018,10,Iskushuban,Qandala,flooding,4,4,3,4
2018,10,Iskushuban,Qandala,flooding,4,4,3,4
2018,10,Iskushuban,Qandala,other,3,3,2,3
2018,10,Iskushuban,Qandala,other,4,4,3,4
2018,10,Qandala,Qandala,drought,84,0,0,21
2018,10,Qandala,Qandala,drought,28,0,0,7
2018,10,Qandala,Qandala,drought,37,0,0,9
2018,10,Qandala,Qandala,drought,7,0,0,2
2018,10,Qandala,Qandala,other,8,8,6,8
2018,10,Qardho,Borama,drought,5,0,0,1
2018,10,Qardho,Banadir,insecurity,10,10,8,10
2018,10,Qardho,Banadir,insecurity,9,9,7,9
2018,10,Qardho,Banadir,insecurity,4,4,3,4
2018,10,Qardho,Banadir,insecurity,4,4,3,4
2018,10,Qardho,Banadir,insecurity,9,9,7,9
2018,10,Qardho,Banadir,drought,3,0,0,1
2018,10,Qardho,Banadir,drought,4,0,0,1
2018,10,Qardho,Banadir,drought,6,0,0,2
2018,10,Qardho,Banadir,drought,3,0,0,1
2018,10,Qardho,Banadir,drought,8,0,0,2
2018,10,Qardho,Banadir,drought,2,0,0,1
2018,10,Qardho,Bandarbeyla,drought,7,0,0,2
2018,10,Qardho,Bandarbeyla,drought,10,0,0,3
2018,10,Qardho,Bandarbeyla,drought,6,0,0,2
2018,10,Qardho,Bandarbeyla,drought,4,0,0,1
2018,10,Qardho,Bandarbeyla,drought,10,0,0,3
2018,10,Qardho,Bandarbeyla,drought,12,0,0,3
2018,10,Qardho,Bandarbeyla,drought,100,0,0,25
2018,10,Qardho,Bossaso,drought,3,0,0,1
2018,10,Qardho,Bossaso,drought,5,0,0,1
2018,10,Qardho,Bossaso,drought,7,0,0,2
2018,10,Qardho,Bossaso,drought,2,0,0,1
2018,10,Qardho,Bossaso,drought,3,0,0,1
2018,10,Qardho,Caluula,drought,4,0,0,1
2018,10,Qardho,Caluula,drought,5,0,0,1
2018,10,Qardho,Iskushuban,drought,5,0,0,1
2018,10,Qardho,Iskushuban,drought,8,0,0,2
2018,10,Qardho,Iskushuban,drought,5,0,0,1
2018,10,Qardho,Qandala,drought,7,0,0,2
2018,10,Qardho,Qandala,drought,2,0,0,1
2018,10,Qardho,Qardho,drought,14,0,0,4
2018,10,Qardho,Qardho,drought,11,0,0,3
2018,10,Qardho,Qardho,drought,4,0,0,1
2018,10,Qardho,Qardho,drought,143,0,0,36
2018,10,Qardho,Qardho,drought,7,0,0,2
2018,10,Qardho,Qardho,drought,6,0,0,2
2018,10,Qardho,Qardho,drought,11,0,0,3
2018,10,Qardho,Qardho,drought,43,0,0,11
2018,10,Qardho,Qardho,drought,33,0,0,8
2018,10,Qardho,Qardho,drought,7,0,0,2
2018,10,Qardho,Qardho,drought,15,0,0,4
2018,10,Qardho,Qardho,drought,9,0,0,2
2018,10,Qardho,Qardho,drought,162,0,0,41
2018,10,Qardho,Qardho,drought,65,0,0,16
2018,10,Qardho,Qardho,drought,26,0,0,7
2018,10,Qardho,Qardho,drought,6,0,0,2
2018,10,Qardho,Qardho,drought,200,0,0,50
2018,10,Qardho,Qardho,other,5,5,4,5
2018,10,Qardho,Baydhaba,drought,7,0,0,2
2018,10,Qardho,Baydhaba,drought,7,0,0,2
2018,10,Qardho,Baydhaba,drought,10,0,0,3
2018,10,Qardho,Ceel Buur,insecurity,6,6,5,6
2018,10,Qardho,Belet Weyne,drought,9,0,0,2
2018,10,Qardho,Belet Weyne,drought,3,0,0,1
2018,10,Qardho,Belet Weyne,drought,4,0,0,1
2018,10,Qardho,Belet Weyne,drought,4,0,0,1
2018,10,Qardho,Bulo Burto,insecurity,6,6,5,6
2018,10,Qardho,Jalalaqsi,insecurity,4,4,3,4
2018,10,Qardho,Jalalaqsi,drought,5,0,0,1
2018,10,Qardho,Afmadow,drought,7,0,0,2
2018,10,Qardho,Afgooye,drought,7,0,0,2
2018,10,Qardho,Marka,drought,14,0,0,4
2018,10,Qardho,Qoryooley,drought,18,0,0,5
2018,10,Qardho,Jowhar,drought,4,0,0,1
2018,10,Qardho,Gaalkacyo,drought,5,0,0,1
2018,10,Qardho,Garoowe,drought,5,0,0,1
2018,10,Qardho,Garoowe,drought,4,0,0,1
2018,10,Qardho,Qardho,drought,5,0,0,1
2018,10,Qardho,Qardho,drought,136,0,0,34
2018,10,Qardho,Laasqoray,drought,7,0,0,2
2018,10,Qardho,Laasqoray,drought,9,0,0,2
2018,10,Qardho,Laasqoray,drought,4,0,0,1
2018,10,Qardho,Caynabo,drought,7,0,0,2
2018,10,Qardho,Taleex,drought,9,0,0,2
2018,10,Qardho,Taleex,drought,5,0,0,1
2018,10,Qardho,Taleex,drought,6,0,0,2
2018,10,Qardho,Taleex,drought,17,0,0,4
2018,10,Qardho,Taleex,drought,41,0,0,10
2018,10,Qardho,Taleex,drought,29,0,0,7
2018,10,Baydhaba,Ceel Barde,drought,16,0,0,4
2018,10,Baydhaba,Rab Dhuure,drought,14,0,0,4
2018,10,Baydhaba,Waajid,insecurity,10,10,8,10
2018,10,Baydhaba,Waajid,drought,17,0,0,4
2018,10,Baydhaba,Xudur,insecurity,5,5,4,5
2018,10,Baydhaba,Baydhaba,insecurity,257,257,193,257
2018,10,Baydhaba,Baydhaba,insecurity,5,5,4,5
2018,10,Baydhaba,Baydhaba,insecurity,32,32,24,32
2018,10,Baydhaba,Baydhaba,insecurity,57,57,43,57
2018,10,Baydhaba,Baydhaba,insecurity,43,43,32,43
2018,10,Baydhaba,Baydhaba,insecurity,10,10,8,10
2018,10,Baydhaba,Baydhaba,insecurity,34,34,26,34
2018,10,Baydhaba,Baydhaba,insecurity,24,24,18,24
2018,10,Baydhaba,Baydhaba,insecurity,134,134,101,134
2018,10,Baydhaba,Baydhaba,insecurity,15,15,11,15
2018,10,Baydhaba,Baydhaba,insecurity,18,18,14,18
2018,10,Baydhaba,Baydhaba,insecurity,9,9,7,9
2018,10,Baydhaba,Baydhaba,insecurity,49,49,37,49
2018,10,Baydhaba,Baydhaba,insecurity,28,28,21,28
2018,10,Baydhaba,Baydhaba,insecurity,8,8,6,8
2018,10,Baydhaba,Baydhaba,insecurity,167,167,125,167
2018,10,Baydhaba,Baydhaba,insecurity,16,16,12,16
2018,10,Baydhaba,Baydhaba,insecurity,187,187,140,187
2018,10,Baydhaba,Baydhaba,insecurity,5,5,4,5
2018,10,Baydhaba,Baydhaba,insecurity,4,4,3,4
2018,10,Baydhaba,Baydhaba,insecurity,248,248,186,248
2018,10,Baydhaba,Baydhaba,insecurity,11,11,8,11
2018,10,Baydhaba,Baydhaba,insecurity,8,8,6,8
2018,10,Baydhaba,Baydhaba,insecurity,17,17,13,17
2018,10,Baydhaba,Baydhaba,insecurity,106,106,80,106
2018,10,Baydhaba,Baydhaba,insecurity,171,171,128,171
2018,10,Baydhaba,Baydhaba,drought,25,0,0,6
2018,10,Baydhaba,Baydhaba,drought,19,0,0,5
2018,10,Baydhaba,Baydhaba,drought,19,0,0,5
2018,10,Baydhaba,Baydhaba,drought,8,0,0,2
2018,10,Baydhaba,Baydhaba,drought,264,0,0,66
2018,10,Baydhaba,Baydhaba,drought,19,0,0,5
2018,10,Baydhaba,Baydhaba,drought,33,0,0,8
2018,10,Baydhaba,Baydhaba,drought,8,0,0,2
2018,10,Baydhaba,Baydhaba,drought,15,0,0,4
2018,10,Baydhaba,Baydhaba,drought,21,0,0,5
2018,10,Baydhaba,Baydhaba,drought,46,0,0,12
2018,10,Baydhaba,Baydhaba,drought,30,0,0,8
2018,10,Baydhaba,Baydhaba,drought,12,0,0,3
2018,10,Baydhaba,Baydhaba,drought,45,0,0,11
2018,10,Baydhaba,Baydhaba,drought,28,0,0,7
2018,10,Baydhaba,Baydhaba,drought,28,0,0,7
2018,10,Baydhaba,Baydhaba,drought,24,0,0,6
2018,10,Baydhaba,Baydhaba,drought,13,0,0,3
2018,10,Baydhaba,Baydhaba,drought,62,0,0,16
2018,10,Baydhaba,Baydhaba,drought,39,0,0,10
2018,10,Baydhaba,Baydhaba,drought,47,0,0,12
2018,10,Baydhaba,Baydhaba,drought,9,0,0,2
2018,10,Baydhaba,Baydhaba,drought,19,0,0,5
2018,10,Baydhaba,Baydhaba,drought,8,0,0,2
